id;N. PG Atto;Anno PG Atto;Classificazione incarico;Descrizione incarico;Data inizio incarico;Data fine incarico;Durata incarico (gg);Compenso previsto (Euro);Struttura conferente;Responsabile della struttura conferente
787;502493;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-12-21;2021-12-21;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
788;502493;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-11-01;2022-01-13;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
794;502493;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-01-19;2022-01-24;;0.0;ARE PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
796;502493;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-01-24;2022-01-24;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
797;502493;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-01-27;2022-01-27;;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
801;371183;2017;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2017-07-11;2017-11-23;6;120.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
802;475338;2018;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-11-29;2018-12-06;3;742.8;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
804;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-01-20;2020-01-27;3;396.16;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
807;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-01-14;2020-01-24;5;693.28;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
809;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-01-30;2020-02-04;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
810;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-06-02;2020-02-20;3;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
814;;;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-02-27;2020-02-27;1;198.08;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
6;9825;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-01;2019-05-31;;450.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
7;9825;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-01;2019-05-31;;100.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
10;9825;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-01;2019-05-31;;1050.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
12;9825;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-01;2019-05-31;;200.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
13;9825;2019;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-09-01;2019-05-31;;600.0;ISTITUZIONE EDUCAZIONE E SCUOLA;POMPILIA PEPE
15;9773;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-11-01;2021-01-11;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
17;19576;2019;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-24;2019-02-07;5;693.28;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
27;47206;2019;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-12-02;2019-02-14;2;346.64;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
28;47206;2019;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-03-18;2019-03-18;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
30;47206;2019;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-03-26;2019-03-26;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
32;77666;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-28;2023-03-31;;497.32;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
34;77666;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-28;2023-03-31;;497.32;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
35;77666;2023;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2023-02-28;2023-03-31;;497.32;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
37;97697;2025;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2025-02-28;2025-04-08;;556.18;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
38;97697;2025;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2025-02-26;2025-04-08;;556.18;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
40;97697;2025;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2025-02-27;2025-04-08;;556.18;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
41;97697;2025;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2025-02-28;2025-04-08;;556.18;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
42;97697;2025;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2025-02-27;2025-04-08;;556.18;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
43;97697;2025;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2025-02-26;2025-04-08;;556.18;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
46;89296;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-02-26;2024-04-08;;692.76;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
47;89296;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-02-26;2024-04-08;;692.76;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
50;89296;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-02-26;2024-04-08;;692.76;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
51;89296;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-02-26;2024-04-08;;692.76;AREA PROGRAMMAZIONE E STATISTICA;DR.SSA SILVIA MARREDDU
54;30316;2015;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-03-03;2015-04-30;;1444.2;SETTORE STATISTICA;DR. FRANCO CHIARINI
60;30316;2015;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-03-03;2015-04-30;;1444.2;SETTORE STATISTICA;DR. FRANCO CHIARINI
